Reg. No.,1. Name of national platform,2. Name of facility,3. Authors,4. Title of publication,5. Journal,6. Volume,7. Issue,8. Pages y-x,9. Year of publication,10. Journal Impact factor 2014,Registered by,Created,Last update
164,National Genomics Infrastructure,NGI Uppsala (Uppsala Genome Center),"M. Safholm,E. Jansson,J. Fick,C. Berg",Mixture effects of levonorgestrel and ethinylestradiol: estrogenic biomarkers and hormone receptor mRNA expression during sexual programming,Aquat Toxicol,161,,146-53,2015,3.451,Inger.jonasson@igp.uu.se,14/01/2016,,25703176
177,National Genomics Infrastructure,NGI Uppsala (Uppsala Genome Center),"M. Wilbe,S. Ekvall,K. Eurenius,K. Ericson,O. Casar-Borota,J. Klar,N. Dahl,A. Ameur,G. Anneren,M. L. Bondeson",MuSK: a new target for lethal fetal akinesia deformation sequence (FADS),J Med Genet,52,3,195-202,2015,6.335,Inger.jonasson@igp.uu.se,14/01/2016,,25612909
288,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Mahajan A, Sim X, Ng HJ, Manning A, Rivas MA, Highland HM, Locke AE, Grarup N, Im HK, Cingolani P, Flannick J, Fontanillas P, Fuchsberger C, Gaulton KJ, Teslovich TM, Rayner NW, Robertson NR, Beer NL, Rundle JK, Bork-Jensen J, Ladenvall C, Blancher C, Buck D, Buck G, Burtt NP, Gabriel S, Gjesing AP, Groves CJ, Hollensted M, Huyghe JR, Jackson AU, Jun G, Justesen JM, Mangino M, Murphy J, Neville M, Onofrio R, Small KS, Stringham HM, Syvänen A-C, Trakalo J, Abecasis G, Bell GI, Blangero J, Cox NJ, Duggirala R, Hanis CL, Seielstad M, Wilson JG, Christensen C, Brandslund I, Rauramaa R, Surdulescu GL, Doney ASF, Lannfelt L, Linneberg A, Isomaa B, Tuomi T, Jørgensen ME, Jørgensen T, Kuusisto J, Uusitupa M, Salomaa V, Spector TD, Morris AD, Palmer CNA, Collins FS, Mohlke KL, Bergman RN, Ingelsson E, Lind L, Tuomilehto J, Hansen T, Watanabe RM, Prokopenko I, Dupuis J, Karpe F, Groop L, Laakso M, Pedersen O, Florez JC, Morris AP, Altshuler D, Meigs JB, Boehnke M, McCarthy MI, Lindgren CM, Gloyn AL, On Behalf of the T2D Genes consortium, and Go T2D consortium",Identification and Functional Characterization of G6PC2 Coding Variants Influencing Glycemic Traits Define an Effector Transcript at the G6PC2-ABCB11 Locus,PLoS Genet,11,1,e1004876,2015,7.528,mathias.brannvall@medsci.uu.se,15/01/2016,,25625282
412,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Malcovati L, Karimi M, Papaemmanuil E, Ambaglio I, Jädersten M, Jansson M, Elena C, Gallì A, Walldin G, ..., Hellström Lindberg E",SF3B1 mutation identifies a distinct subset of myelodysplastic syndrome with ring sideroblasts.,Blood,126,2,233-241,2015,10.452,per.kraulis@scilifelab.se,15/01/2016,,25957392
578,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Malcovati L, Karimi M, Papaemmanuil E, Ambaglio I, Jädersten M, Jansson M, Elena C, Gallì A, Walldin G, ..., Hellström Lindberg E",SF3B1 mutation identifies a distinct subset of myelodysplastic syndrome with ring sideroblasts.,Blood,126,2,233-241,2015,10.452,per.kraulis@scilifelab.se,15/01/2016,,25957392
118,Clinical Diagnostics,Clinical sequencing,"Malcovati L, Karimi M, Papaemmanuil E, Ambaglio I, Jädersten M, Jansson M, Elena C, Gallì A, Walldin G, Della Porta MG, Raaschou-Jensen K, Travaglino E, Kallenbach K, Pietra D, Ljungström V, Conte S, Boveri E, Invernizzi R, Rosenquist R, Campbell PJ, Cazzola M, Hellström Lindberg E",SF3B1 mutation identifies a distinct subset of myelodysplastic syndrome with ring sideroblasts.,Blood,126,2,233-41,2015,10.452,malin.melin@scilifelab.uu.se,13/01/2016,,25957392
45,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Malmstrom, L., Bakochi, A., Svensson, G., Kilsgard, O., Lantz, H., Petersson, A. C., Hauri, S., Karlsson, C., Malmstrom, J.",Quantitative proteogenomics of human pathogens using DIA-MS,J Proteomics,129,N/A,98--107,2015,3.888,mikael.borg@bils.se,29/12/2015,,26381203
46,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Manoharan, L., Kushwaha, S. K., Hedlund, K., Ahren, D.",Captured metagenomics: large-scale targeting of genes based on 'sequence capture' reveals functional diversity in soils,DNA Res.,N/A,N/A,451--460,2015,5.477,mikael.borg@bils.se,29/12/2015,,26490729
262,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Mansouri L, Sutton L-A, Ljungström V, Bondza S, Arngården L, Bhoi S, Larsson J, Cortese D, Kalushkova A, Plevova K, Young E, Gunnarsson R, Falk-Sörqvist E, Lönn P, Muggen AF, Yan X-J, Sander B, Enblad G, Smedby KE, Juliusson G, Belessi C, Rung J, Chiorazzi N, Strefford JC, Langerak AW, Pospisilova S, Davi F, Hellström M, Jernberg-Wiklund H, Ghia P, Söderberg O, Stamatopoulos K, Nilsson M, Rosenquist R",Functional loss of I?B? leads to NF-?B deregulation in aggressive chronic lymphocytic leukemia,J Exp Med,212,6,833-843,2015,12.515,mathias.brannvall@medsci.uu.se,15/01/2016,,[0]
627,Regional,Array and Analysis Facility,"Mansouri L, Sutton LA, Ljungström V, Bondza S, Arngården L, Bhoi S, Larsson J, Cortese D, Kalushkova A, Plevova K, Young E, Gunnarsson R, Falk-Sörqvist E, Lönn P, Muggen AF, Yan XJ, Sander B, Enblad G, Smedby KE, Juliusson G, Belessi C, Rung J, Chiorazzi N, Strefford JC, Langerak AW, Pospisilova S, Davi F, Hellström M, Jernberg-Wiklund H, Ghia P, Söderberg O, Stamatopoulos K, Nilsson M, Rosenquist R",Functional loss of Iκ Bε leads to NF-κ B deregulation in aggressive chronic lymphocytic leukemia.,J Exp Med.,212,6,833-43,2015,12.5,anders.isaksson@medsci.uu.se,15/01/2016,,[0]
185,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Manuel Spannagl
Thomas Nussbaumer
Kai C. Bader
Mihaela M. Martis
Michael Seidel
Karl G. Kugler
Heidrun Gundlach
Klaus F.X. Mayer
",PGSB PlantsDB: updates to the database framework for comparative plant genome research,Nucleic Acids Res.,44,D1,D1141–D1147,2016,9.112,mikael.borg@bils.se,14/01/2016,14/01/2016,26527721
125,Regional,Mutation Analysis Facility (MAF),"Marenholz, I.
Esparza-Gordillo, J.
Ruschendorf, F.
Bauerfeind, A.
Strachan, D. P.
Spycher, B. D.
Baurecht, H.
Margaritte-Jeannin, P.
Saaf, A.
Kerkhof, M.
Ege, M.
Baltic, S.
Matheson, M. C.
Li, J.
Michel, S.",Meta-analysis identifies seven susceptibility loci involved in the atopic march,NAt Commun,6,6,8804,2014,11.47,kristina.duvefelt@ki.se,13/01/2016,,26542096
88,Regional,Advanced Mass Spectrometry Proteomics,"Maria de la Paz Celorio-Mancera, A. Jimmy Ytterberg, Dorothea Rutishauser, Niklas Janz, Roman A. Zubarev",Effect of host plant and immune challenge on the levels of chemosensory and odorant-binding proteins in caterpillar salivary glands,Insect Biochemistry and Molecular Biology,61,-,34-45,2015,3.45,alexey.chernobrovkin@ki.se,11/01/2016,,25934166
404,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Marikkannu R, Aravidis C, Rantala J, Picelli S, Adamovic T, Keihas M, Liu T, Kontham V, Nilsson D, Lindblom A",Whole-genome Linkage Analysis and Sequence Analysis of Candidate Loci in Familial Breast Cancer.,Anticancer Research,35,6,3155-3165,2015,1.826,per.kraulis@scilifelab.se,15/01/2016,,26026075
570,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Marikkannu R, Aravidis C, Rantala J, Picelli S, Adamovic T, Keihas M, Liu T, Kontham V, Nilsson D, Lindblom A",Whole-genome Linkage Analysis and Sequence Analysis of Candidate Loci in Familial Breast Cancer.,Anticancer Research,35,6,3155-3165,2015,1.826,per.kraulis@scilifelab.se,15/01/2016,,26026075
313,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Marincevic-Zuniga Y, Zachariadis V, Cavelier L, Castor A, Barbany G, Forestier E, Fogelstrand L, Heyman M, Abrahamsson J, Lönnerholm G, Nordgren A, Syvänen A-C, Nordlund J",PAX5-ESRRB is a recurrent fusion gene in B-cell precursor pediatric acute lymphoblastic leukemia,Haematologica,[Epub ahead of print],,,2015,5.814,mathias.brannvall@medsci.uu.se,15/01/2016,,[0]
277,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Martijn J, Schulz F, Zaremba-Niedzwiedzka K, Viklund J, Stepanauskas R, Andersson SGE, Horn M, Guy L, Ettema TJG",Single-cell genomics of a rare environmental alphaproteobacterium provides unique insights into Rickettsiaceae evolution,ISME J,9,11,2373-2385,2015,9.302,mathias.brannvall@medsci.uu.se,15/01/2016,,25848874
489,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Matsson H, Huss M, Persson H, Einarsdottir E, Tiraboschi E, Nopola-Hemmi J, Schumacher J, Neuhoff N, Warnke A, ..., Kere J",Polymorphisms in DCDC2 and S100B associate with developmental dyslexia.,Journal Of Human Genetics,60,7,399-401,2015,2.462,per.kraulis@scilifelab.se,15/01/2016,,25877001
572,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Matsson H, Huss M, Persson H, Einarsdottir E, Tiraboschi E, Nopola-Hemmi J, Schumacher J, Neuhoff N, Warnke A, ..., Kere J",Polymorphisms in DCDC2 and S100B associate with developmental dyslexia.,Journal Of Human Genetics,60,7,399-401,2015,2.462,per.kraulis@scilifelab.se,15/01/2016,,25877001
236,Drug Discovery and Development,ADME of Therapeutics (UDOPP),"Matsson P, Fenu LA, Lundquist P, Wiś niewski JR, Kansy M, Artursson P",Quantifying the impact of transporters on cellular drug permeability.,Trends Pharmacol Sci,36,5,255-262,2015,11.539,pawel.baranczewski@farmaci.uu.se,15/01/2016,15/01/2016,25799456
126,Regional,Mutation Analysis Facility (MAF),"Matsson, H.
Huss, M.
Persson, H.
Einarsdottir, E.
Tiraboschi, E.
Nopola-Hemmi, J.
Schumacher, J.
Neuhoff, N.
Warnke, A.
Lyytinen, H.
Schulte-Korne, G.
Nothen, M. M.
Leppanen, P. H.
Peyrard-Janvid, M.
Kere, J.",Polymorphisms in DCDC2 and S100B associate with developmental dyslexia,J Hum Genet,60,7,399-401,2015,2.462,kristina.duvefelt@ki.se,13/01/2016,,25877001
201,Affinity proteomics,Tissue profiling,"Mattsson JS, Bergman B, Grinberg M, Edlund K, Marincevic M, Jirström K, Pontén F, Hengstler JG, Rahnenführer J, Karlsson MG, Karlsson C, Helenius G, Botling J, Micke P, Gulyas M.",Prognostic impact of COX-2 in non-small cell lung cancer: a comprehensive compartment-specific evaluation of tumor and stromal cell expression.,Cancer Lett,356,2 PtB,837-45,2015,5.62,per-henrik.edqvist@igp.uu.se,14/01/2016,,25449785
47,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Mattsson, A., Karrman, A., Pinto, R., Brunstrom, B.",Metabolic Profiling of Chicken Embryos Exposed to Perfluorooctanoic Acid (PFOA) and Agonists to Peroxisome Proliferator-Activated Receptors,PLoS ONE,10,12,e0143780,2015,3.234,mikael.borg@bils.se,29/12/2015,,26624992
350,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Mellerup E, Andreassen OA, Bennike B, Dam H, Djurovic S, Hansen T, Jorgensen MB, Kessing LV, Koefoed P, Melle I, Mors O, Werge T, Moeller GL","Combinations of Genetic Data Present in Bipolar Patients, but Absent in Control Persons",PLoS One,10,11,e0143432,2015,3.234,mathias.brannvall@medsci.uu.se,15/01/2016,,26587987
630,Regional,Array and Analysis Facility,"Mengelbier LH, Karlsson J, Lindgren D, Valind A, Lilljebjörn H, Jansson C, Bexell D, Braekeveldt N, Ameur A, Jonson T, Kultima HG, Isaksson A, Asmundsson J, Versteeg R, Rissler M, Fioretos T, Sandstedt B, Börjesson A, Backman T, Pal N, Øra I, Mayrhofer M, Gisselsson D.",Intratumoral genome diversity parallels progression and predicts outcome in pediatric cancer.,Nat Commun.,6,1,6125,2015,11.5,anders.isaksson@medsci.uu.se,15/01/2016,,25625758
187,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Menzel, M., Sletvold, N., Agren, J., Hansson, B.",Inbreeding Affects Gene Expression Differently in Two Self-Incompatible Arabidopsis lyrata Populations with Similar Levels of Inbreeding Depression,Mol. Biol. Evol.,32,8,2036--2047,2015,9.105,mikael.borg@bils.se,14/01/2016,,25855783
105,Regional,"Mass Spectrometry-based Proteomics, Uppsala","Michael Knopp and Dan I. Andersson

",Amelioration of the Fitness Costs of Antibiotic Resistance Due To Reduced Outer Membrane Permeability by Upregulation of Alternative Porins,Mol Biol Evol,32,12,3252-3263,2015,9.105,margareta.ramstrom@kemi.uu.se,13/01/2016,,26358402
79,Clinical Diagnostics,Clinical Biomarkers,"Miclescu AA, Svahn M, Gordh TE.","Evaluation of the protein biomarkers and the analgesic response to systemic methylene blue in patients with refractory neuropathic pain: a double-blind, controlled study.",J Pain Res,8,Jul 15,387-97,2015,0,Agneta.Siegbahn@medsci.uu.se,08/01/2016,,26213475
323,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Moens LNJ, Falk-Sörqvist E, Ljungström V, Mattsson J, Sundström M, La Fleur L, Mathot L, Micke P, Nilsson M, Botling J","HaloPlex Targeted Resequencing for Mutation Detection in Clinical Formalin-Fixed, Paraffin-Embedded Tumor Samples",J Mol Diagn,17,6,729-739,2015,4.851,mathias.brannvall@medsci.uu.se,15/01/2016,,26354930
93,Clinical Diagnostics,Clinical sequencing,"Moens, L.N., E. Falk-Sorqvist, V. Ljungstrom, J. Mattsson, M. Sundstrom, L. La Fleur, L. Mathot, P. Micke, M. Nilsson, and J. Botling","HaloPlex Targeted Resequencing for Mutation Detection in Clinical Formalin-Fixed, Paraffin-Embedded Tumor Samples",J Mol Diagn,17,6,729-39,2015,4.851,malin.melin@scilifelab.uu.se,13/01/2016,,26354930
210,Regional,Zebrafish,"Montazerolghaem M, Nyström L, Engqvist H, Karlsson Ott M.",Zebrafish: A possible tool to evaluate bioactive ions.,Acta Biomater.,19:10-4,19:10-4,19:10-4,2015,5.7,johan.ledin@ebc.uu.se,14/01/2016,,25770927
59,Structural Biology,Protein Science Facility,"Morgunova E, Yin Y, Jolma A, Dave K, Schmierer B, Popov A, Eremina N, Nilsson L, Taipale J.
",Structural insights into the DNA-binding specificity of E2F family transcription factors,Nat Commun,6,1050,1050,2015,11.47,helena.berglund@ki.se,08/01/2016,,26632596
127,Regional,Mutation Analysis Facility (MAF),"Mousavi, F.
Rozsa, S.
Nilsson, T.
Archer, T.
Anckarsater, H.
Garcia, D.","Personality and intelligence: persistence, not self-directedness, cooperativeness or self-transcendence, is related to twins' cognitive abilities",PeerJ,20,3,e1195,2015,2.112,kristina.duvefelt@ki.se,13/01/2016,,[0]
391,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Mushtaq M, Manzoor S, Pringle M, Rosander A, Bongcam-Rudloff E","Draft genome sequence of ‘Treponema phagedenis’ strain V1, isolated from bovine digital dermatitis",Stand Genomic Sci,10,-,67,2015,N/A,per.kraulis@scilifelab.se,15/01/2016,,26392840
557,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Mushtaq M, Manzoor S, Pringle M, Rosander A, Bongcam-Rudloff E","Draft genome sequence of ‘Treponema phagedenis’ strain V1, isolated from bovine digital dermatitis",Stand Genomic Sci,10,-,67,2015,,per.kraulis@scilifelab.se,15/01/2016,,26392840
352,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Mushtaq M, Manzoor S, Pringle M, Rosander A, Bongcam-Rudloff E","Draft genome sequence of ‘Treponema phagedenis’ strain V1, isolated from bovine digital dermatitis",Stand Genomic Sci,10,,67,2015,3.167,mathias.brannvall@medsci.uu.se,15/01/2016,,26392840
354,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Mushtaq M, Zubair S, Råsbäck T, Bongcam-Rudloff E, Jansson DS","Brachyspira suanatina sp. nov., an enteropathogenic intestinal spirochaete isolated from pigs and mallards: genomic and phenotypic characteristics",BMC Microbiol,15,,208,2015,2.729,mathias.brannvall@medsci.uu.se,15/01/2016,,26458507
145,National Genomics Infrastructure,NGI Uppsala (Uppsala Genome Center),"N. Hagberg,J. Theorell,K. Hjorton,P. Spee,M. L. Eloranta,Y. T. Bryceson,L. Ronnblom",Functional anti-CD94/NKG2A and anti-CD94/NKG2C autoantibodies in patients with systemic lupus erythematosus,Arthritis Rheumatol,67,4,1000-11,2015,,Inger.jonasson@igp.uu.se,14/01/2016,,25510434
456,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Nagaraj V, King B, Storm P, Vikman P, Ottosson-Laakso E, Blom AM, Renström E","Complement inhibitor CD55 governs the integrity of membrane rafts in pancreatic beta cells, but plays no role in insulin secretion.",Biochemical And Biophysical Research Communications,460,3,518-524,2015,2.297,per.kraulis@scilifelab.se,15/01/2016,,25797618
539,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Nagaraj V, King B, Storm P, Vikman P, Ottosson-Laakso E, Blom AM, Renström E","Complement inhibitor CD55 governs the integrity of membrane rafts in pancreatic beta cells, but plays no role in insulin secretion.",Biochemical And Biophysical Research Communications,460,3,518-524,2015,2.297,per.kraulis@scilifelab.se,15/01/2016,,25797618
371,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Nasrollahzadeh D, Malekzadeh R, Ploner A, Shakeri R, Sotoudeh M, Fahimi S, Nasseri-Moghaddam S, Kamangar F, Abnet CC, ..., Ye W",Variations of gastric corpus microbiota are associated with early esophageal squamous cell carcinoma and squamous dysplasia.,Scientific Reports,5,-,8820,2015,5.578,per.kraulis@scilifelab.se,15/01/2016,,25743945
537,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Nasrollahzadeh D, Malekzadeh R, Ploner A, Shakeri R, Sotoudeh M, Fahimi S, Nasseri-Moghaddam S, Kamangar F, Abnet CC, ..., Ye W",Variations of gastric corpus microbiota are associated with early esophageal squamous cell carcinoma and squamous dysplasia.,Scientific Reports,5,-,8820,2015,5.578,per.kraulis@scilifelab.se,15/01/2016,,25743945
261,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Nater A, Burri R, Kawakami T, Smeds L, Ellegren H",Resolving Evolutionary Relationships in Closely Related Species with Whole-Genome Sequencing Data,Syst Biol,64,6,1000-1017,2015,14.387,mathias.brannvall@medsci.uu.se,15/01/2016,,26187295
458,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Nätt D, Johansson I, Faresjö T, Ludvigsson J, Thorsell A",High cortisol in 5-year-old children causes loss of DNA methylation in SINE retrotransposons: a possible role for ZNF263 in stress-related diseases.,Clinical Epigenetics,7,1,91,2015,4.543,per.kraulis@scilifelab.se,15/01/2016,,26339299
541,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Nätt D, Johansson I, Faresjö T, Ludvigsson J, Thorsell A",High cortisol in 5-year-old children causes loss of DNA methylation in SINE retrotransposons: a possible role for ZNF263 in stress-related diseases.,Clinical Epigenetics,7,1,91,2015,4.543,per.kraulis@scilifelab.se,15/01/2016,,26339299
241,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Nelson CP, Hamby SE, Saleheen D, Hopewell JC, Zeng L, Assimes TL, Kanoni S, Willenborg C, Burgess S, Amouyel P, Anand S, Blankenberg S, Boehm BO, Clarke RJ, Collins R, Dedoussis G, Farrall M, Franks PW, Groop L, Hall AS, Hamsten A, Hengstenberg C, Hovingh GK, Ingelsson E, Kathiresan S, Kee F, König IR, Kooner J, Lehtimäki T, März W, McPherson R, Metspalu A, Nieminen MS, O'Donnell CJ, Palmer CNA, Peters A, Perola M, Reilly MP, Ripatti S, Roberts R, Salomaa V, Shah SH, Schreiber S, Siegbahn A, Thorsteinsdottir U, Veronesi G, Wareham N, Willer CJ, Zalloua PA, Erdmann J, Deloukas P, Watkins H, Schunkert H, Danesh J, Thompson JR, Samani NJ",Genetically Determined Height and Coronary Artery Disease,N Engl J Med,372,17,1608-1618,2015,55.873,mathias.brannvall@medsci.uu.se,15/01/2016,,25853659
303,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Nettleton JA, Follis JL, Ngwa JS, Smith CE, Ahmad S, Tanaka T, Wojczynski MK, Voortman T, Lemaitre RN, Kristiansson K, Nuotio M-L, Houston DK, Perälä M-M, Qi Q, Sonestedt E, Manichaikul A, Kanoni S, Ganna A, Mikkilä V, North KE, Siscovick DS, Harald K, McKeown NM, Johansson I, Rissanen H, Liu Y, Lahti J, Hu FB, Bandinelli S, Rukh G, Rich S, Booij L, Dmitriou M, Ax E, Raitakari O, Mukamal K, Männistö S, Hallmans G, Jula A, Ericson U, Jacobs DR, van Rooij FJA, Deloukas P, Sjögren P, Kähönen M, Djousse L, Perola M, Barroso I, Hofman A, Stirrups K, Viikari J, Uitterlinden AG, Kalafati IP, Franco OH, Mozaffarian D, Salomaa V, Borecki IB, Knekt P, Kritchevsky SB, Eriksson JG, Dedoussis GV, Qi L, Ferrucci L, Orho-Melander M, Zillikens MC, Ingelsson E, Lehtimäki T, Renström F, Cupples LA, Loos R, Franks PW","Gene×dietary pattern interactions in obesity: analysis of up to 68,317 adults of European ancestry",Hum Mol Genet,24,16,4728-4738,2015,6.393,mathias.brannvall@medsci.uu.se,15/01/2016,,25994509
